chr_id_short	Start	End	Strand	gene	locus_tag	Genbank ID	Chromosome	chr_length
chrXI	94499	96265	+	ASH1	YKL185W	BK006944.2	NC_001143.9	666816
chrXI	96757	98157	+	SPE1	YKL184W	BK006944.2	NC_001143.9	666816
chrXI	98395	98607	-	YKL183C-A	YKL183C-A	BK006944.2	NC_001143.9	666816
chrXI	98721	99641	+	LOT5	YKL183W	BK006944.2	NC_001143.9	666816
chrXI	100671	106826	+	FAS1	YKL182W	BK006944.2	NC_001143.9	666816
chrXI	107316	108599	+	PRS1	YKL181W	BK006944.2	NC_001143.9	666816
chrXI	109269	110129	+	RPL17A	YKL180W	BK006944.2	NC_001143.9	666816
chrXI	110464	112503	-	COY1	YKL179C	BK006944.2	NC_001143.9	666816
chrXI	113215	114627	-	STE3	YKL178C	BK006944.2	NC_001143.9	666816
chrXI	115500	117986	-	LST4	YKL176C	BK006944.2	NC_001143.9	666816
chrXI	118793	120304	+	ZRT3	YKL175W	BK006944.2	NC_001143.9	666816
chrXI	120380	122236	-	TPO5	YKL174C	BK006944.2	NC_001143.9	666816
chrXI	122517	125543	+	SNU114	YKL173W	BK006944.2	NC_001143.9	666816
chrXI	125759	127042	+	EBP2	YKL172W	BK006944.2	NC_001143.9	666816
chrXI	127475	130261	+	NNK1	YKL171W	BK006944.2	NC_001143.9	666816
chrXI	130634	131050	+	MRPL38	YKL170W	BK006944.2	NC_001143.9	666816
chrXI	131288	133462	-	KKQ8	YKL168C	BK006944.2	NC_001143.9	666816
chrXI	133721	134134	-	MRP49	YKL167C	BK006944.2	NC_001143.9	666816
chrXI	134509	135705	-	TPK3	YKL166C	BK006944.2	NC_001143.9	666816
chrXI	137932	140691	-	MCD4	YKL165C	BK006944.2	NC_001143.9	666816
chrXI	141018	141089	-	YNCK0005C	YNCK0005C	BK006944.2	NC_001143.9	666816
chrXI	141794	142819	-	PIR1	YKL164C	BK006944.2	NC_001143.9	666816
chrXI	144401	145378	+	PIR3	YKL163W	BK006944.2	NC_001143.9	666816
chrXI	147630	148838	-	YKL162C	YKL162C	BK006944.2	NC_001143.9	666816
chrXI	149386	150687	-	KDX1	YKL161C	BK006944.2	NC_001143.9	666816
chrXI	153269	153706	+	ELF1	YKL160W	BK006944.2	NC_001143.9	666816
chrXI	153816	154451	-	RCN1	YKL159C	BK006944.2	NC_001143.9	666816
chrXI	154991	158232	+	APE2	YKL157W	BK006944.2	NC_001143.9	666816
chrXI	158613	159212	+	RPS27A	YKL156W	BK006944.2	NC_001143.9	666816
chrXI	159456	161342	-	RSM22	YKL155C	BK006944.2	NC_001143.9	666816
chrXI	161601	162335	+	SRP102	YKL154W	BK006944.2	NC_001143.9	666816
chrXI	162487	162558	-	YNCK0006C	YNCK0006C	BK006944.2	NC_001143.9	666816
chrXI	163642	164385	-	GPM1	YKL152C	BK006944.2	NC_001143.9	666816
chrXI	164917	165930	-	NNR2	YKL151C	BK006944.2	NC_001143.9	666816
chrXI	166544	167452	+	MCR1	YKL150W	BK006944.2	NC_001143.9	666816
chrXI	167612	168829	-	DBR1	YKL149C	BK006944.2	NC_001143.9	666816
chrXI	169207	171129	-	SDH1	YKL148C	BK006944.2	NC_001143.9	666816
chrXI	171783	173861	+	AVT3	YKL146W	BK006944.2	NC_001143.9	666816
chrXI	174213	175616	+	RPT1	YKL145W	BK006944.2	NC_001143.9	666816
chrXI	175843	176481	-	RPC25	YKL144C	BK006944.2	NC_001143.9	666816
chrXI	176781	178172	+	LTV1	YKL143W	BK006944.2	NC_001143.9	666816
chrXI	178515	179174	+	MRP8	YKL142W	BK006944.2	NC_001143.9	666816
chrXI	179667	180263	+	SDH3	YKL141W	BK006944.2	NC_001143.9	666816
chrXI	180779	182425	+	TGL1	YKL140W	BK006944.2	NC_001143.9	666816
chrXI	182958	184544	+	CTK1	YKL139W	BK006944.2	NC_001143.9	666816
chrXI	184803	185012	-	HSK3	YKL138C-A	BK006944.2	NC_001143.9	666816
chrXI	185286	185681	-	MRPL31	YKL138C	BK006944.2	NC_001143.9	666816
chrXI	185957	186292	+	CMC1	YKL137W	BK006944.2	NC_001143.9	666816
chrXI	186460	188640	-	APL2	YKL135C	BK006944.2	NC_001143.9	666816
chrXI	189124	191442	-	OCT1	YKL134C	BK006944.2	NC_001143.9	666816
chrXI	191679	193070	-	RCI50	YKL133C	BK006944.2	NC_001143.9	666816
chrXI	193574	194866	-	RMA1	YKL132C	BK006944.2	NC_001143.9	666816
chrXI	195288	196028	-	SHE2	YKL130C	BK006944.2	NC_001143.9	666816
chrXI	196349	200167	-	MYO3	YKL129C	BK006944.2	NC_001143.9	666816
chrXI	200884	201771	-	PMU1	YKL128C	BK006944.2	NC_001143.9	666816
chrXI	202999	203071	+	YNCK0007W	YNCK0007W	BK006944.2	NC_001143.9	666816
chrXI	203541	205253	+	PGM1	YKL127W	BK006944.2	NC_001143.9	666816
chrXI	205707	207749	+	YPK1	YKL126W	BK006944.2	NC_001143.9	666816
chrXI	208247	210130	+	RRN3	YKL125W	BK006944.2	NC_001143.9	666816
chrXI	210593	212332	+	SSH4	YKL124W	BK006944.2	NC_001143.9	666816
chrXI	212495	212998	-	SRP21	YKL122C	BK006944.2	NC_001143.9	666816
chrXI	214142	216700	+	DGR2	YKL121W	BK006944.2	NC_001143.9	666816
chrXI	217344	218318	+	OAC1	YKL120W	BK006944.2	NC_001143.9	666816
chrXI	218570	219217	-	VPH2	YKL119C	BK006944.2	NC_001143.9	666816
chrXI	219895	219967	+	YNCK0008W	YNCK0008W	BK006944.2	NC_001143.9	666816
chrXI	220324	220974	+	SBA1	YKL117W	BK006944.2	NC_001143.9	666816
chrXI	221344	222900	-	PRR1	YKL116C	BK006944.2	NC_001143.9	666816
chrXI	223352	224455	-	APN1	YKL114C	BK006944.2	NC_001143.9	666816
chrXI	224727	225875	-	RAD27	YKL113C	BK006944.2	NC_001143.9	666816
chrXI	226570	228765	+	ABF1	YKL112W	BK006944.2	NC_001143.9	666816
chrXI	228939	229880	-	KTI12	YKL110C	BK006944.2	NC_001143.9	666816
chrXI	232227	233891	+	HAP4	YKL109W	BK006944.2	NC_001143.9	666816
chrXI	234426	235787	+	SLD2	YKL108W	BK006944.2	NC_001143.9	666816
chrXI	236141	237070	+	YKL107W	YKL107W	BK006944.2	NC_001143.9	666816
chrXI	237147	237266	-	YKL106C-A	YKL106C-A	BK006944.2	NC_001143.9	666816
chrXI	237536	238891	+	AAT1	YKL106W	BK006944.2	NC_001143.9	666816
chrXI	239185	242583	-	SEG2	YKL105C	BK006944.2	NC_001143.9	666816
chrXI	243220	245373	-	GFA1	YKL104C	BK006944.2	NC_001143.9	666816
chrXI	245032	245286	+	YKL104W-A	YKL104W-A	BK006944.2	NC_001143.9	666816
chrXI	246138	247682	-	APE1	YKL103C	BK006944.2	NC_001143.9	666816
chrXI	248062	248367	-	YKL102C	YKL102C	BK006944.2	NC_001143.9	666816
chrXI	248920	253476	+	HSL1	YKL101W	BK006944.2	NC_001143.9	666816
chrXI	253697	255460	-	YPF1	YKL100C	BK006944.2	NC_001143.9	666816
chrXI	255720	256472	-	UTP11	YKL099C	BK006944.2	NC_001143.9	666816
chrXI	256770	257843	+	MTC2	YKL098W	BK006944.2	NC_001143.9	666816
chrXI	258503	258913	-	YKL097C	YKL097C	BK006944.2	NC_001143.9	666816
chrXI	259073	259222	-	YKL096C-B	YKL096C-B	BK006944.2	NC_001143.9	666816
chrXI	259253	259531	+	CWP2	YKL096W-A	BK006944.2	NC_001143.9	666816
chrXI	261132	261851	+	CWP1	YKL096W	BK006944.2	NC_001143.9	666816
chrXI	262277	263113	+	YJU2	YKL095W	BK006944.2	NC_001143.9	666816
chrXI	263349	264290	+	YJU3	YKL094W	BK006944.2	NC_001143.9	666816
chrXI	264789	265808	+	MBR1	YKL093W	BK006944.2	NC_001143.9	666816
chrXI	266145	269459	-	BUD2	YKL092C	BK006944.2	NC_001143.9	666816
chrXI	269718	270650	-	YKL091C	YKL091C	BK006944.2	NC_001143.9	666816
chrXI	271878	273209	+	CUE2	YKL090W	BK006944.2	NC_001143.9	666816
chrXI	273394	275043	+	MIF2	YKL089W	BK006944.2	NC_001143.9	666816
chrXI	275283	276998	+	CAB3	YKL088W	BK006944.2	NC_001143.9	666816
chrXI	277189	277863	-	CYT2	YKL087C	BK006944.2	NC_001143.9	666816
chrXI	278281	278664	+	SRX1	YKL086W	BK006944.2	NC_001143.9	666816
chrXI	279123	280127	+	MDH1	YKL085W	BK006944.2	NC_001143.9	666816
chrXI	280509	280859	+	HOT13	YKL084W	BK006944.2	NC_001143.9	666816
chrXI	281025	282329	-	RRP14	YKL082C	BK006944.2	NC_001143.9	666816
chrXI	282891	284455	+	TEF4	YKL081W	BK006944.2	NC_001143.9	666816
chrXI	283185	283279	+	SNR38	YNCK0009W	BK006944.2	NC_001143.9	666816
chrXI	285030	286208	+	VMA5	YKL080W	BK006944.2	NC_001143.9	666816
chrXI	286603	288573	+	SMY1	YKL079W	BK006944.2	NC_001143.9	666816
chrXI	288845	291052	+	DHR2	YKL078W	BK006944.2	NC_001143.9	666816
chrXI	291453	292631	+	PSG1	YKL077W	BK006944.2	NC_001143.9	666816
chrXI	292956	294308	-	YKL075C	YKL075C	BK006944.2	NC_001143.9	666816
chrXI	294610	296193	-	MUD2	YKL074C	BK006944.2	NC_001143.9	666816
chrXI	296430	299075	+	LHS1	YKL073W	BK006944.2	NC_001143.9	666816
chrXI	299582	301882	+	STB6	YKL072W	BK006944.2	NC_001143.9	666816
chrXI	302918	303023	+	YNCK0010W	YNCK0010W	BK006944.2	NC_001143.9	666816
chrXI	305114	305884	+	OSI1	YKL071W	BK006944.2	NC_001143.9	666816
chrXI	306211	306720	+	YKL070W	YKL070W	BK006944.2	NC_001143.9	666816
chrXI	307285	307827	+	YKL069W	YKL069W	BK006944.2	NC_001143.9	666816
chrXI	308144	308217	-	YNCK0011C	YNCK0011C	BK006944.2	NC_001143.9	666816
chrXI	309206	309442	+	YKL068W-A	YKL068W-A	BK006944.2	NC_001143.9	666816
chrXI	310199	313078	+	NUP100	YKL068W	BK006944.2	NC_001143.9	666816
chrXI	313401	313472	-	YNCK0012C	YNCK0012C	BK006944.2	NC_001143.9	666816
chrXI	314812	315273	+	YNK1	YKL067W	BK006944.2	NC_001143.9	666816
chrXI	315954	316175	+	DPC7	YKL065W-A	BK006944.2	NC_001143.9	666816
chrXI	316437	317057	-	YET1	YKL065C	BK006944.2	NC_001143.9	666816
chrXI	317764	320673	+	MNR2	YKL064W	BK006944.2	NC_001143.9	666816
chrXI	321015	321518	-	YKL063C	YKL063C	BK006944.2	NC_001143.9	666816
chrXI	323228	325120	+	MSN4	YKL062W	BK006944.2	NC_001143.9	666816
chrXI	325771	326112	+	BLI1	YKL061W	BK006944.2	NC_001143.9	666816
chrXI	326408	327487	-	FBA1	YKL060C	BK006944.2	NC_001143.9	666816
chrXI	328118	329443	-	MPE1	YKL059C	BK006944.2	NC_001143.9	666816
chrXI	330166	330534	+	TOA2	YKL058W	BK006944.2	NC_001143.9	666816
chrXI	330856	333969	-	NUP120	YKL057C	BK006944.2	NC_001143.9	666816
chrXI	334412	334915	-	TMA19	YKL056C	BK006944.2	NC_001143.9	666816
chrXI	335321	336157	-	OAR1	YKL055C	BK006944.2	NC_001143.9	666816
chrXI	336537	338753	-	DEF1	YKL054C	BK006944.2	NC_001143.9	666816
chrXI	339182	339442	-	MDM35	YKL053C-A	BK006944.2	NC_001143.9	666816
chrXI	339668	340546	-	ASK1	YKL052C	BK006944.2	NC_001143.9	666816
chrXI	341312	342373	+	SFK1	YKL051W	BK006944.2	NC_001143.9	666816
chrXI	342852	345620	-	YKL050C	YKL050C	BK006944.2	NC_001143.9	666816
chrXI	346075	346764	-	CSE4	YKL049C	BK006944.2	NC_001143.9	666816
chrXI	347214	349136	-	ELM1	YKL048C	BK006944.2	NC_001143.9	666816
chrXI	349463	351013	+	ANR2	YKL047W	BK006944.2	NC_001143.9	666816
chrXI	351275	352624	-	DCW1	YKL046C	BK006944.2	NC_001143.9	666816
chrXI	353493	355079	+	PRI2	YKL045W	BK006944.2	NC_001143.9	666816
chrXI	356322	356642	+	MMO1	YKL044W	BK006944.2	NC_001143.9	666816
chrXI	356748	357848	+	PHD1	YKL043W	BK006944.2	NC_001143.9	666816
chrXI	358475	359566	+	SPC42	YKL042W	BK006944.2	NC_001143.9	666816
chrXI	360143	360817	+	VPS24	YKL041W	BK006944.2	NC_001143.9	666816
chrXI	361058	361828	-	NFU1	YKL040C	BK006944.2	NC_001143.9	666816
chrXI	362622	364193	+	PTM1	YKL039W	BK006944.2	NC_001143.9	666816
chrXI	364776	364876	+	SNR69	YNCK0013W	BK006944.2	NC_001143.9	666816
chrXI	365605	369117	+	RGT1	YKL038W	BK006944.2	NC_001143.9	666816
chrXI	369365	369721	+	AIM26	YKL037W	BK006944.2	NC_001143.9	666816
chrXI	369891	371390	+	UGP1	YKL035W	BK006944.2	NC_001143.9	666816
chrXI	371829	374105	+	TUL1	YKL034W	BK006944.2	NC_001143.9	666816
chrXI	374505	375215	+	YKL033W-A	YKL033W-A	BK006944.2	NC_001143.9	666816
chrXI	375456	378572	+	TTI1	YKL033W	BK006944.2	NC_001143.9	666816
chrXI	379680	379753	+	YNCK0014W	YNCK0014W	BK006944.2	NC_001143.9	666816
chrXI	380065	381858	-	IXR1	YKL032C	BK006944.2	NC_001143.9	666816
chrXI	382716	384725	-	MAE1	YKL029C	BK006944.2	NC_001143.9	666816
chrXI	385758	387206	+	TFA1	YKL028W	BK006944.2	NC_001143.9	666816
chrXI	387562	388905	+	TCD2	YKL027W	BK006944.2	NC_001143.9	666816
chrXI	389380	389883	-	GPX1	YKL026C	BK006944.2	NC_001143.9	666816
chrXI	390240	392279	-	PAN3	YKL025C	BK006944.2	NC_001143.9	666816
chrXI	392526	393140	-	URA6	YKL024C	BK006944.2	NC_001143.9	666816
chrXI	393146	393373	-	MIN9	YKL023C-A	BK006944.2	NC_001143.9	666816
chrXI	393721	394554	+	SKA1	YKL023W	BK006944.2	NC_001143.9	666816
chrXI	394726	397248	-	CDC16	YKL022C	BK006944.2	NC_001143.9	666816
chrXI	397344	398750	-	MAK11	YKL021C	BK006944.2	NC_001143.9	666816
chrXI	398832	402080	-	SPT23	YKL020C	BK006944.2	NC_001143.9	666816
chrXI	402568	403518	+	RAM2	YKL019W	BK006944.2	NC_001143.9	666816
chrXI	403580	403879	-	MCO12	YKL018C-A	BK006944.2	NC_001143.9	666816
chrXI	404102	405091	+	SWD2	YKL018W	BK006944.2	NC_001143.9	666816
chrXI	405190	407241	-	HCS1	YKL017C	BK006944.2	NC_001143.9	666816
chrXI	407465	407989	-	ATP7	YKL016C	BK006944.2	NC_001143.9	666816
chrXI	408544	411483	+	PUT3	YKL015W	BK006944.2	NC_001143.9	666816
chrXI	411619	416913	-	URB1	YKL014C	BK006944.2	NC_001143.9	666816
chrXI	417508	418023	-	ARC19	YKL013C	BK006944.2	NC_001143.9	666816
chrXI	418310	420061	+	PRP40	YKL012W	BK006944.2	NC_001143.9	666816
chrXI	420155	421216	-	CCE1	YKL011C	BK006944.2	NC_001143.9	666816
chrXI	421424	425875	-	UFD4	YKL010C	BK006944.2	NC_001143.9	666816
chrXI	426242	426952	+	MRT4	YKL009W	BK006944.2	NC_001143.9	666816
chrXI	427295	428551	-	LAC1	YKL008C	BK006944.2	NC_001143.9	666816
chrXI	429302	430108	+	CAP1	YKL007W	BK006944.2	NC_001143.9	666816
chrXI	430198	430632	-	SFT1	YKL006C-A	BK006944.2	NC_001143.9	666816
chrXI	431030	431138	-	SNR87	YNCK0015C	BK006944.2	NC_001143.9	666816
chrXI	431906	432720	+	RPL14A	YKL006W	BK006944.2	NC_001143.9	666816
chrXI	433093	434877	-	BYE1	YKL005C	BK006944.2	NC_001143.9	666816
chrXI	435580	436785	+	AUR1	YKL004W	BK006944.2	NC_001143.9	666816
chrXI	437097	437492	-	MRP17	YKL003C	BK006944.2	NC_001143.9	666816
chrXI	437778	438544	+	DID4	YKL002W	BK006944.2	NC_001143.9	666816
chrXI	438777	439385	-	MET14	YKL001C	BK006944.2	NC_001143.9	666816
chrXI	440608	442722	-	VPS1	YKR001C	BK006944.2	NC_001143.9	666816
chrXI	443232	444938	+	PAP1	YKR002W	BK006944.2	NC_001143.9	666816
chrXI	445381	446727	+	OSH6	YKR003W	BK006944.2	NC_001143.9	666816
chrXI	446799	448036	-	ECM9	YKR004C	BK006944.2	NC_001143.9	666816
chrXI	448521	450167	-	YKR005C	YKR005C	BK006944.2	NC_001143.9	666816
chrXI	450423	451217	-	MRPL13	YKR006C	BK006944.2	NC_001143.9	666816
chrXI	451434	451988	+	MEH1	YKR007W	BK006944.2	NC_001143.9	666816
chrXI	452201	454078	+	RSC4	YKR008W	BK006944.2	NC_001143.9	666816
chrXI	454352	457054	-	FOX2	YKR009C	BK006944.2	NC_001143.9	666816
chrXI	458557	458670	+	YNCK0016W	YNCK0016W	BK006944.2	NC_001143.9	666816
chrXI	458924	461239	-	TOF2	YKR010C	BK006944.2	NC_001143.9	666816
chrXI	461635	462696	-	YKR011C	YKR011C	BK006944.2	NC_001143.9	666816
chrXI	463959	464948	+	PRY2	YKR013W	BK006944.2	NC_001143.9	666816
chrXI	465367	466071	-	YPT52	YKR014C	BK006944.2	NC_001143.9	666816
chrXI	466961	468667	-	YKR015C	YKR015C	BK006944.2	NC_001143.9	666816
chrXI	469717	471339	+	MIC60	YKR016W	BK006944.2	NC_001143.9	666816
chrXI	471694	473349	-	HEL1	YKR017C	BK006944.2	NC_001143.9	666816
chrXI	473723	475900	-	YKR018C	YKR018C	BK006944.2	NC_001143.9	666816
chrXI	476216	478063	-	IRS4	YKR019C	BK006944.2	NC_001143.9	666816
chrXI	478338	478832	+	VPS51	YKR020W	BK006944.2	NC_001143.9	666816
chrXI	479234	481981	+	ALY1	YKR021W	BK006944.2	NC_001143.9	666816
chrXI	482171	483139	-	NTR2	YKR022C	BK006944.2	NC_001143.9	666816
chrXI	483419	485011	+	RQT4	YKR023W	BK006944.2	NC_001143.9	666816
chrXI	485144	487372	-	DBP7	YKR024C	BK006944.2	NC_001143.9	666816
chrXI	487770	488618	+	RPC37	YKR025W	BK006944.2	NC_001143.9	666816
chrXI	488738	489655	-	GCN3	YKR026C	BK006944.2	NC_001143.9	666816
chrXI	490968	491040	+	YNCK0017W	YNCK0017W	BK006944.2	NC_001143.9	666816
chrXI	491364	493661	+	BCH2	YKR027W	BK006944.2	NC_001143.9	666816
chrXI	494257	497358	+	SAP190	YKR028W	BK006944.2	NC_001143.9	666816
chrXI	497578	499833	-	SET3	YKR029C	BK006944.2	NC_001143.9	666816
chrXI	500282	501103	+	GMH1	YKR030W	BK006944.2	NC_001143.9	666816
chrXI	501344	506395	-	SPO14	YKR031C	BK006944.2	NC_001143.9	666816
chrXI	506517	506831	+	YKR032W	YKR032W	BK006944.2	NC_001143.9	666816
chrXI	506898	507707	+	DAL80	YKR034W	BK006944.2	NC_001143.9	666816
chrXI	507939	508553	+	DID2	YKR035W-A	BK006944.2	NC_001143.9	666816
chrXI	508702	510633	-	CAF4	YKR036C	BK006944.2	NC_001143.9	666816
chrXI	510910	511797	-	SPC34	YKR037C	BK006944.2	NC_001143.9	666816
chrXI	511999	513159	-	KAE1	YKR038C	BK006944.2	NC_001143.9	666816
chrXI	513332	513403	-	YNCK0018C	YNCK0018C	BK006944.2	NC_001143.9	666816
chrXI	515063	516871	+	GAP1	YKR039W	BK006944.2	NC_001143.9	666816
chrXI	517988	518060	+	YNCK0019W	YNCK0019W	BK006944.2	NC_001143.9	666816
chrXI	518198	518950	+	YKR041W	YKR041W	BK006944.2	NC_001143.9	666816
chrXI	519527	520624	+	UTH1	YKR042W	BK006944.2	NC_001143.9	666816
chrXI	520897	521712	-	SHB17	YKR043C	BK006944.2	NC_001143.9	666816
chrXI	522015	523346	+	UIP5	YKR044W	BK006944.2	NC_001143.9	666816
chrXI	523418	523969	-	YKR045C	YKR045C	BK006944.2	NC_001143.9	666816
chrXI	524223	525074	-	PLN1	YKR046C	BK006944.2	NC_001143.9	666816
chrXI	525387	526640	-	NAP1	YKR048C	BK006944.2	NC_001143.9	666816
chrXI	526830	527231	-	FMP46	YKR049C	BK006944.2	NC_001143.9	666816
chrXI	527815	530484	+	TRK2	YKR050W	BK006944.2	NC_001143.9	666816
chrXI	530946	532202	+	HFL1	YKR051W	BK006944.2	NC_001143.9	666816
chrXI	532550	533464	-	MRS4	YKR052C	BK006944.2	NC_001143.9	666816
chrXI	534067	535281	-	YSR3	YKR053C	BK006944.2	NC_001143.9	666816
chrXI	535647	547925	-	DYN1	YKR054C	BK006944.2	NC_001143.9	666816
chrXI	548216	549091	+	RHO4	YKR055W	BK006944.2	NC_001143.9	666816
chrXI	549448	551367	+	TRM2	YKR056W	BK006944.2	NC_001143.9	666816
chrXI	551657	552242	+	RPS21A	YKR057W	BK006944.2	NC_001143.9	666816
chrXI	552770	554620	+	GLG1	YKR058W	BK006944.2	NC_001143.9	666816
chrXI	554987	556174	+	TIF1	YKR059W	BK006944.2	NC_001143.9	666816
chrXI	556518	557342	+	UTP30	YKR060W	BK006944.2	NC_001143.9	666816
chrXI	557677	558954	+	KTR2	YKR061W	BK006944.2	NC_001143.9	666816
chrXI	559016	559366	-	SNR42	YNCK0020C	BK006944.2	NC_001143.9	666816
chrXI	559666	560652	+	TFA2	YKR062W	BK006944.2	NC_001143.9	666816
chrXI	560789	562297	-	LAS1	YKR063C	BK006944.2	NC_001143.9	666816
chrXI	562547	565138	+	OAF3	YKR064W	BK006944.2	NC_001143.9	666816
chrXI	565299	565892	-	PAM17	YKR065C	BK006944.2	NC_001143.9	666816
chrXI	566113	567198	-	CCP1	YKR066C	BK006944.2	NC_001143.9	666816
chrXI	567918	570149	+	GPT2	YKR067W	BK006944.2	NC_001143.9	666816
chrXI	570328	570909	-	BET3	YKR068C	BK006944.2	NC_001143.9	666816
chrXI	571612	573393	+	MET1	YKR069W	BK006944.2	NC_001143.9	666816
chrXI	573574	574632	+	YKR070W	YKR070W	BK006944.2	NC_001143.9	666816
chrXI	574934	575980	-	DRE2	YKR071C	BK006944.2	NC_001143.9	666816
chrXI	576435	578123	-	SIS2	YKR072C	BK006944.2	NC_001143.9	666816
chrXI	578187	578507	-	YKR073C	YKR073C	BK006944.2	NC_001143.9	666816
chrXI	578965	579060	+	YNCK0021W	YNCK0021W	BK006944.2	NC_001143.9	666816
chrXI	579209	579676	+	AIM29	YKR074W	BK006944.2	NC_001143.9	666816
chrXI	579827	580750	-	YKR075C	YKR075C	BK006944.2	NC_001143.9	666816
chrXI	582283	583395	+	ECM4	YKR076W	BK006944.2	NC_001143.9	666816
chrXI	583653	584744	+	MSA2	YKR077W	BK006944.2	NC_001143.9	666816
chrXI	584952	586709	+	YKR078W	YKR078W	BK006944.2	NC_001143.9	666816
chrXI	586789	589305	-	TRZ1	YKR079C	BK006944.2	NC_001143.9	666816
chrXI	590395	591357	+	MTD1	YKR080W	BK006944.2	NC_001143.9	666816
chrXI	591506	592540	-	RPF2	YKR081C	BK006944.2	NC_001143.9	666816
chrXI	592825	596298	+	NUP133	YKR082W	BK006944.2	NC_001143.9	666816
chrXI	596421	596822	-	DAD2	YKR083C	BK006944.2	NC_001143.9	666816
chrXI	597055	598890	-	HBS1	YKR084C	BK006944.2	NC_001143.9	666816
chrXI	599094	599681	-	MRPL20	YKR085C	BK006944.2	NC_001143.9	666816
chrXI	599857	603072	+	PRP16	YKR086W	BK006944.2	NC_001143.9	666816
chrXI	603195	604232	-	OMA1	YKR087C	BK006944.2	NC_001143.9	666816
chrXI	604405	605418	-	TVP38	YKR088C	BK006944.2	NC_001143.9	666816
chrXI	605633	608365	-	TGL4	YKR089C	BK006944.2	NC_001143.9	666816
chrXI	608946	611066	+	PXL1	YKR090W	BK006944.2	NC_001143.9	666816
chrXI	611525	612265	+	SRL3	YKR091W	BK006944.2	NC_001143.9	666816
chrXI	612665	613885	-	SRP40	YKR092C	BK006944.2	NC_001143.9	666816
chrXI	615730	617535	+	PTR2	YKR093W	BK006944.2	NC_001143.9	666816
chrXI	617996	618750	-	RPL40B	YKR094C	BK006944.2	NC_001143.9	666816
chrXI	619805	625432	+	MLP1	YKR095W	BK006944.2	NC_001143.9	666816
chrXI	625864	626205	+	PCC1	YKR095W-A	BK006944.2	NC_001143.9	666816
chrXI	626793	630380	+	ESL2	YKR096W	BK006944.2	NC_001143.9	666816
chrXI	631152	632801	+	PCK1	YKR097W	BK006944.2	NC_001143.9	666816
chrXI	633026	635179	-	UBP11	YKR098C	BK006944.2	NC_001143.9	666816
chrXI	635851	638286	+	BAS1	YKR099W	BK006944.2	NC_001143.9	666816
chrXI	638901	639968	-	SKG1	YKR100C	BK006944.2	NC_001143.9	666816
chrXI	640540	642504	+	SIR1	YKR101W	BK006944.2	NC_001143.9	666816
chrXI	646356	649865	+	FLO10	YKR102W	BK006944.2	NC_001143.9	666816
chrXI	653080	656736	+	NFT1	YKR103W	BK006944.2	NC_001143.9	666816
chrXI	656836	657756	+	YKR104W	YKR104W	BK006944.2	NC_001143.9	666816
chrXI	658716	660464	-	VBA5	YKR105C	BK006944.2	NC_001143.9	666816
chrXI	661442	663289	+	GEX2	YKR106W	BK006944.2	NC_001143.9	666816
chrXII	585	4301	-	YLL067C	YLL067C	BK006945.2	NC_001144.5	1078177
chrXII	5605	5775	+	YLL066W-B	YLL066W-B	BK006945.2	NC_001144.5	1078177
chrXII	6120	9836	-	YLL066C	YLL066C	BK006945.2	NC_001144.5	1078177
chrXII	13083	13445	-	PAU18	YLL064C	BK006945.2	NC_001144.5	1078177
chrXII	14648	16072	-	AYT1	YLL063C	BK006945.2	NC_001144.5	1078177
chrXII	16639	17613	-	MHT1	YLL062C	BK006945.2	NC_001144.5	1078177
chrXII	17956	19707	+	MMP1	YLL061W	BK006945.2	NC_001144.5	1078177
chrXII	21138	21839	-	GTT2	YLL060C	BK006945.2	NC_001144.5	1078177
chrXII	23569	25296	+	YLL058W	YLL058W	BK006945.2	NC_001144.5	1078177
chrXII	25756	26994	-	JLP1	YLL057C	BK006945.2	NC_001144.5	1078177
chrXII	27409	28305	-	YLL056C	YLL056C	BK006945.2	NC_001144.5	1078177
chrXII	30109	31704	+	YCT1	YLL055W	BK006945.2	NC_001144.5	1078177
chrXII	32673	35204	-	YLL054C	YLL054C	BK006945.2	NC_001144.5	1078177
chrXII	35503	35961	-	YLL053C	YLL053C	BK006945.2	NC_001144.5	1078177
chrXII	35912	36361	-	AQY2	YLL052C	BK006945.2	NC_001144.5	1078177
chrXII	37333	39471	-	FRE6	YLL051C	BK006945.2	NC_001144.5	1078177
chrXII	39804	40414	-	COF1	YLL050C	BK006945.2	NC_001144.5	1078177
chrXII	40666	41205	+	LDB18	YLL049W	BK006945.2	NC_001144.5	1078177
chrXII	41280	46265	-	YBT1	YLL048C	BK006945.2	NC_001144.5	1078177
chrXII	46714	47463	-	RNP1	YLL046C	BK006945.2	NC_001144.5	1078177
chrXII	47859	48629	-	RPL8B	YLL045C	BK006945.2	NC_001144.5	1078177
chrXII	49938	51947	+	FPS1	YLL043W	BK006945.2	NC_001144.5	1078177
chrXII	52087	52590	-	ATG10	YLL042C	BK006945.2	NC_001144.5	1078177
chrXII	53131	53931	-	SDH2	YLL041C	BK006945.2	NC_001144.5	1078177
chrXII	54211	63645	-	VPS13	YLL040C	BK006945.2	NC_001144.5	1078177
chrXII	64062	65207	-	UBI4	YLL039C	BK006945.2	NC_001144.5	1078177
chrXII	65775	66518	-	ENT4	YLL038C	BK006945.2	NC_001144.5	1078177
chrXII	66745	68256	-	PRP19	YLL036C	BK006945.2	NC_001144.5	1078177
